funded_amnt,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_bad
7200,6.03%,219.14,2.54,0,0,6,0,3859,6,20,0
15000,14.35%,515.22,13.8,0,1,11,0,27992,74.4,17,0
8000,13.61%,184.54,0.36,0,3,4,0,240,1.5,6,0
23100,15.96%,561.26,17.98,0,3,3,0,0,0,9,0
16000,12.99%,363.97,21.96,0,0,17,0,51003,68.7,40,0
3000,12.73%,100.7,2.67,0,3,4,0,0,7.43,19,0
4000,7.74%,124.88,1.83,0,1,6,0,4370,21,8,0
5400,12.23%,120.75,18,1,0,10,0,7316,55.8,22,0
14400,10.38%,467.23,18.14,0,0,5,0,8982,68.6,7,0
11000,8.94%,349.49,23.18,0,1,19,0,11557,46.2,62,0
15000,11.89%,497.46,6.78,0,1,10,0,24055,54.2,24,0
4200,7.49%,130.63,5.07,0,3,5,0,10,0.1,10,0
8200,13.85%,279.66,6.65,0,2,8,0,2992,43.4,11,0
3000,5.79%,90.99,8.49,0,1,13,0,10380,26.2,43,0
10000,7.29%,310.1,2.25,0,0,4,0,1540,45.3,11,0
20000,15.20%,477.91,19.89,0,0,3,0,7152,95.4,24,0
8400,11.12%,275.49,22.43,0,0,9,0,27869,46.2,21,0
9850,9.63%,316.13,15.46,0,2,17,1,19167,54.9,32,0
10000,17.58%,359.43,6.56,0,1,11,0,9057,73.3,12,0
21000,16.82%,519.88,8.1,0,1,11,0,19968,75.4,19,0
10000,9.91%,322.25,18.37,0,2,14,0,19321,31.2,30,0
6000,7.14%,185.65,1.51,0,0,6,0,1797,7.2,13,0
6250,13.48%,212.03,21.08,0,0,8,1,13623,91.4,12,0
3000,13.22%,101.41,5.82,0,1,3,0,1549,96.8,3,0
8500,7.51%,264.45,2.86,0,0,10,0,4496,26.8,21,0
12000,15.96%,291.57,26.11,0,1,7,0,21114,97.2,23,0
10000,12.84%,336.18,19.49,0,2,9,0,10890,57,20,0
22925,17.93%,581.28,15.98,2,5,15,0,9247,58.2,44,0
1200,13.22%,40.57,9.75,1,0,7,0,8396,55.2,20,0
13000,15.96%,456.79,21.34,0,2,10,0,52166,97,27,0
12375,10.99%,405.09,19.51,1,0,5,0,9200,75.1,15,0
7000,19.04%,181.74,12.04,0,7,13,0,7258,67.2,26,0
6000,11.71%,198.46,21.45,0,0,18,0,10426,43.7,25,0
10800,19.36%,282.31,22.03,0,2,4,0,10200,85,11,0
4200,15.57%,101.18,19.06,0,2,7,0,6707,90.6,13,1
5025,13.43%,170.36,8.22,0,3,10,0,4132,15.8,24,0
17200,7.51%,535.11,9.19,0,0,6,0,13637,37.4,15,0
3000,12.42%,100.25,24.5,0,0,5,0,27722,97.2,9,0
13000,13.57%,441.6,21.76,0,3,17,0,24127,70.5,47,0
1200,12.68%,40.25,16.88,0,2,8,0,13191,94.9,14,0
16000,11.12%,524.73,21.64,0,0,8,0,11391,68.2,11,0
10000,5.79%,303.27,14.03,0,1,9,0,9991,15.1,18,1
4500,10.83%,146.97,13.54,0,2,11,0,1818,29.8,29,0
3000,12.29%,100.06,13.28,2,1,7,0,2940,27.7,13,0
9500,12.99%,320.05,20.32,0,1,7,0,10410,64.8,22,0
15000,9.63%,481.42,24.5,0,0,10,0,5544,11.3,20,0
6000,20.16%,159.5,4.5,0,0,3,0,954,95.4,9,1
5000,5.79%,151.64,6.25,0,0,14,0,1172,2.6,43,0
6600,7.88%,206.46,0.86,0,0,21,0,11960,29.9,49,0
15875,13.98%,369.22,20.23,0,2,13,0,21168,77.3,38,0
14400,8.49%,454.51,14.44,0,0,8,0,6446,54.6,15,0
3000,13.99%,69.79,24.64,0,2,9,1,9508,58.3,31,0
17000,10.74%,367.43,9.7,0,0,10,0,2141,11.4,16,0
3600,7.88%,112.62,13.77,0,2,19,0,1739,7.9,29,0
22000,16.77%,544.04,21.81,0,3,14,0,28237,59.1,17,0
4000,5.79%,121.31,22.5,0,1,5,0,30722,73.9,22,0
6000,13.11%,202.47,2.63,0,1,13,0,1586,61,21,0
4900,9.91%,157.91,14.37,0,0,9,0,16541,82.7,15,0
11500,6.62%,353.1,10.28,0,3,5,0,13405,49.3,22,0
21000,13.49%,483.1,4.96,0,1,13,0,3254,4.3,23,0
2200,13.87%,75.06,10.35,0,1,10,0,11606,77.9,15,0
4000,11.48%,131.88,21.48,0,1,12,0,2529,11.7,26,0
12000,7.90%,242.75,1.88,0,0,6,0,3364,24.2,20,0
3400,16.29%,120.03,15.37,0,0,4,0,695,99.3,13,1
2400,6.99%,74.1,3.19,0,0,5,0,2958,33.2,7,0
3000,11.12%,98.39,2.36,0,0,5,0,1641,11.6,8,0
15750,13.61%,363.3,22.43,0,3,11,0,53146,78.8,23,0
15000,20.62%,402.61,15.46,0,2,5,0,1821,91,19,0
8000,6.76%,246.14,11.19,0,3,17,0,8704,7.2,32,0
10000,14.46%,235.08,18.28,0,1,12,0,17394,54,25,0
4000,8.90%,127.02,11.44,0,0,17,0,4816,17.1,26,0
12000,14.91%,284.92,7.79,0,1,3,0,25434,75.5,20,0
10000,11.49%,219.88,21.12,0,3,15,0,17547,51.8,43,0
18800,18.25%,479.96,16.15,0,3,6,0,24825,97.9,18,1
6500,11.71%,215,12.65,0,0,4,0,25900,95.9,20,0
10000,7.51%,311.11,0,0,0,7,0,0,0,13,0
3500,15.31%,121.86,19.19,1,5,14,0,15357,76,31,0
7000,15.62%,244.79,19.35,0,0,6,0,3264,40.3,6,0
23000,6.91%,709.23,23.63,0,1,15,0,23877,28.4,23,0
4000,10.91%,130.79,18,0,1,4,0,5533,79.6,5,0
5000,10.75%,163.11,23.81,0,2,9,1,3035,48.2,24,0
13000,14.42%,446.98,16.46,0,1,20,0,24400,32.4,52,0
4000,7.68%,124.76,10.74,0,3,11,0,2775,13.7,18,0
15000,13.80%,347.48,24.7,0,3,12,0,93646,16.6,30,0
3600,9.32%,115.01,2.1,0,0,4,0,0,0,14,0
2500,10.65%,81.44,20.6,0,2,6,0,2234,19.6,9,0
11200,15.45%,390.73,14.36,1,6,12,0,7897,28.7,26,0
10000,14.59%,344.65,22.39,0,1,14,0,16931,64.6,31,0
24875,18.39%,904.17,16.12,3,1,9,0,47393,90,32,0
14000,16.00%,492.21,9.51,0,0,2,0,14401,92.9,6,0
9600,6.99%,296.38,10.04,0,3,13,0,8327,25.5,34,0
28000,7.49%,870.85,23.84,0,0,10,0,9918,85.5,27,0
20000,11.86%,443.48,12.11,0,1,8,0,52816,46.9,19,0
10000,10.75%,326.21,4.39,1,3,7,0,2103,28,22,0
10000,16.32%,353.16,19.48,0,1,25,0,7772,19.3,37,0
9000,15.58%,216.86,18.93,1,3,7,0,3173,42.3,22,1
6500,17.56%,163.51,14.57,0,2,13,0,12965,96.8,15,0
6000,7.88%,187.69,24.72,0,0,13,0,26313,52.3,52,0
9000,16.45%,221.03,18.13,1,1,12,0,8372,34.9,26,0
10000,6.17%,194.12,16.65,0,0,15,0,4759,2.4,31,0
10000,13.61%,339.89,10.14,0,5,11,0,23109,75.2,16,0
5000,14.96%,173.24,13.24,0,0,5,0,11375,87.2,9,0
4000,9.32%,127.79,12.99,0,2,8,0,2727,12.8,15,0
3000,13.85%,102.32,15.28,0,1,4,1,1629,67.9,8,1
8000,13.22%,270.41,9.5,0,6,4,0,4751,56.6,7,0
6000,6.91%,185.02,20.13,0,1,10,0,17760,78,31,0
9225,7.88%,186.53,22.15,0,0,7,0,9588,61.1,10,0
6000,13.57%,203.82,8.81,3,5,7,0,54,3.6,15,0
5000,9.88%,161.06,16.9,0,2,11,0,9020,51.8,20,0
21600,11.26%,709.85,7.91,0,1,7,0,16249,72.5,28,1
15000,16.02%,364.94,21.56,0,1,9,0,3272,21.6,23,1
3000,5.42%,90.48,1.45,0,1,8,0,3531,6.8,25,0
15000,17.49%,376.76,22.33,0,0,18,0,12737,32.8,27,0
10000,7.51%,311.1,11.17,0,0,8,0,9387,25.3,22,0
5000,12.23%,166.63,1.08,0,1,4,0,3492,85.2,6,0
12300,7.88%,384.75,22.14,0,2,18,0,10666,15,47,0
14000,6.99%,432.22,25.29,0,0,7,0,14548,17.4,13,0
15000,13.61%,509.83,13.65,0,0,8,0,22590,75.8,14,0
6500,11.86%,215.46,7.97,0,0,9,0,2625,24.9,18,0
4150,15.05%,143.97,5.8,0,0,5,0,1950,67.2,6,0
25000,11.58%,825.34,19.57,0,1,8,0,17091,38.8,24,0
5500,11.48%,181.33,12.08,0,3,8,0,5282,30,12,0
30000,18.64%,772.29,8.52,0,0,7,0,29333,83.3,27,0
4000,6.54%,122.67,0,0,0,4,0,0,0,10,0
12000,5.79%,363.93,23.52,0,2,13,0,8214,7.4,17,0
6150,11.49%,202.78,19.57,0,1,14,0,29669,63.9,41,0
16000,7.66%,498.88,26.45,0,0,15,0,15778,63.1,45,0
20400,11.71%,674.75,22.46,0,0,14,0,98671,45.4,44,0
7000,7.90%,219.04,13.14,0,2,10,0,6874,29.8,30,0
10000,15.45%,348.87,13.16,0,2,8,0,22122,78.7,13,0
5000,10.25%,161.93,8.65,0,2,5,0,1158,10.5,10,0
3525,6.62%,108.24,12.92,0,0,5,0,8518,62.2,18,0
15000,9.63%,481.42,16.97,0,0,8,0,3658,5.4,18,0
25000,14.42%,859.57,5.58,0,1,8,0,290291,NA,46,0
8500,13.99%,290.47,5.78,0,1,5,2,26,0.7,29,0
25000,17.93%,633.89,9.41,0,2,9,0,28762,64.5,29,1
3500,7.90%,109.52,22.04,0,0,11,0,9592,72.1,29,1
15000,22.11%,415.23,4.54,0,2,8,0,13275,69.5,8,1
15000,11.48%,494.53,0.66,0,3,5,0,513,7,8,0
24250,18.07%,616.72,22.17,0,0,7,0,15304,82.7,12,0
20000,13.22%,676.02,9.07,0,0,7,0,15389,81,15,0
4500,12.87%,151.35,19.78,0,1,7,0,4726,73.8,17,0
21000,12.61%,473.64,9.73,0,2,13,0,24053,52,34,0
17000,20.89%,458.86,10.19,0,1,10,0,6766,76.9,16,1
16800,13.43%,385.96,15.34,0,1,9,0,3424,23.5,28,0
4000,12.61%,134.03,18.36,0,1,13,0,8626,60.7,20,0
15000,7.88%,469.22,18.06,0,0,10,0,8731,45,21,0
16750,10.62%,545.38,0.2,0,0,4,0,262,2.9,17,0
14000,10.99%,458.28,20.4,0,0,7,0,1683,11,28,0
7700,5.99%,234.22,23.64,0,0,8,0,5013,26.4,13,0
1200,11.71%,39.7,6.54,0,0,10,0,1376,52.7,13,1
10000,9.63%,320.95,8.94,0,0,7,0,14716,38.4,14,0
4200,14.26%,144.09,24.7,0,6,9,0,3527,78.4,17,0
21100,8.90%,670,19.2,0,1,9,0,91352,57.9,25,0
10000,9.32%,319.47,11.02,0,0,17,0,2710,5.7,22,0
10000,5.99%,304.18,19.03,0,2,14,0,4748,11.1,36,0
18750,11.86%,415.76,11.19,0,1,14,0,8519,24.2,29,0
4725,12.42%,106.12,25.66,1,2,10,0,7288,28,21,0
1600,13.06%,53.96,27.53,0,0,3,0,1084,98.5,23,0
12000,15.21%,417.22,20.04,0,1,5,0,15400,79.8,7,0
5000,8.94%,158.86,16.41,0,1,9,0,1877,10.3,17,0
3000,6.62%,92.12,16.83,0,0,9,0,0,0,17,0
12000,10.71%,391.22,18.59,0,1,13,0,34566,69,18,0
12000,13.49%,276.06,13.45,0,2,15,0,10338,27.7,20,1
18400,19.69%,484.32,13.82,1,0,13,0,31992,75.6,48,0
6000,15.21%,143.41,6.2,0,0,6,0,0,0,18,0
5000,10.95%,163.57,15.75,0,2,10,0,34267,67.5,31,0
2750,15.23%,95.64,9.94,0,2,4,1,626,32.9,10,0
7000,13.99%,239.21,9.38,0,1,6,0,4243,13.4,8,0
5000,9.01%,159.03,9.96,0,0,21,0,23489,37.6,28,0
17600,16.77%,435.24,23.27,0,0,7,0,23625,69.1,18,0
9150,13.23%,209.27,20.77,0,0,9,0,15111,80.4,27,0
2000,8.59%,63.23,8.55,0,0,10,0,26702,75,21,0
6000,16.45%,212.28,20.62,0,3,17,1,11975,99,23,1
20000,14.09%,684.43,15.21,1,4,21,0,13392,32.6,46,0
9000,14.72%,310.76,13.81,1,0,10,0,19578,78.3,22,0
24450,17.49%,614.11,8.03,0,1,8,0,81834,25.7,16,0
14000,6.62%,429.86,20.18,0,1,15,0,15890,27.8,63,0
15000,11.49%,329.82,10.86,0,0,8,0,206,18.7,19,0
10000,9.62%,320.9,0.86,0,1,7,0,4041,38.9,38,0
6000,10.99%,196.41,5.51,0,0,3,0,25555,91.3,18,0
22100,11.49%,485.93,27.63,0,0,16,0,52752,46.2,21,0
15000,12.69%,338.93,11.24,0,1,17,0,16763,36.8,46,0
15075,6.03%,458.82,12.99,0,1,10,0,2183,15.9,33,0
7000,12.23%,156.53,7.87,0,1,5,0,2134,92.8,12,0
28000,16.02%,681.21,24.16,2,2,16,0,1417,1.9,42,0
7600,10.99%,165.21,2.49,0,0,7,0,4423,26.5,12,1
25000,15.70%,875.27,14.21,0,0,11,0,25262,73.7,17,0
28000,12.69%,632.66,25.37,0,0,13,0,35818,64.7,27,1
5000,11.72%,165.41,0,0,1,5,0,2126,6.4,8,0
2800,6.76%,86.15,12.8,0,0,13,0,35685,61.6,37,0
10000,9.88%,322.11,19.27,0,0,7,0,8808,62.5,24,0
16000,10.59%,520.72,10.92,0,0,9,0,17898,44.1,17,1
20000,10.37%,648.83,16.12,0,3,10,0,16107,41,22,0
1500,14.42%,51.58,12.04,0,1,6,0,2287,47.6,9,1
1600,15.23%,55.65,17.49,0,1,8,0,12084,93,13,1
12000,14.91%,284.92,15.01,0,2,16,0,23959,45.2,23,0
8000,6.54%,156.68,7.12,0,0,5,0,5186,14.3,9,1
3000,7.43%,93.23,11.18,0,5,8,0,12430,29.6,14,0
12000,19.69%,315.87,12.03,0,3,3,1,5817,56.5,10,1
6500,6.99%,200.68,17.66,0,1,7,0,12978,35.1,17,0
20000,10.75%,652.41,5.39,1,1,10,0,8057,38.2,20,0
2500,7.43%,77.69,0.53,0,5,1,0,416,10.4,2,0
3000,8.59%,94.84,0.16,0,0,4,0,531,35.4,4,0
3000,6.39%,91.81,1.06,0,0,6,0,2736,6,27,0
9000,10.99%,294.61,6.12,0,0,7,0,9610,24,9,0
20000,14.26%,686.12,24.77,0,0,13,0,17816,70.4,22,0
25000,18.53%,910.44,24.97,0,0,22,0,96565,88.9,29,0
8000,8.90%,254.03,8.09,0,2,5,0,21823,74.7,22,0
13000,16.82%,321.83,24.66,0,3,8,0,18552,96.7,17,1
6000,5.42%,180.96,22.26,0,2,14,0,22736,20.9,47,0
2500,10.37%,81.11,18.54,1,0,4,0,3,0.1,5,0
9000,7.49%,279.92,14,1,0,9,0,19503,45.4,24,0
35000,18.39%,1272.2,7.84,0,1,12,0,11943,25.9,25,0
25000,13.49%,575.12,3.05,0,1,12,0,5483,17.6,24,0
5500,5.99%,167.3,17.63,0,0,11,0,1713,7.6,36,0
15000,15.21%,358.51,10.77,0,0,6,0,1842,73.7,19,0
11000,11.49%,241.87,12.08,0,0,11,0,7127,59.4,39,0
15000,7.51%,466.67,3.4,0,2,7,0,2310,8.8,8,0
10000,10.25%,323.85,11.59,0,1,9,0,778,43.2,16,0
5000,17.93%,126.78,9.05,0,2,3,0,3422,57,8,1
21250,15.95%,746.57,24.15,0,1,4,0,0,0,24,0
2500,10.00%,80.67,17.4,0,0,11,0,11910,51.8,14,0
35000,14.27%,819.3,23.8,0,3,7,0,25631,69.5,32,0
5000,8.90%,158.77,16.74,0,0,16,0,1540,24.8,42,0
5000,13.23%,169.03,11.17,1,0,6,0,4404,44.9,7,0
6000,11.49%,131.93,4.8,0,0,16,0,12150,28.6,47,0
5000,11.14%,164.02,2.84,0,2,6,1,2650,48.2,12,0
10000,10.65%,325.74,11.47,0,0,7,0,7814,52.3,10,0
1800,8.32%,56.68,0.65,0,1,5,0,309,9.1,5,0
7250,6.54%,142,1.5,0,0,19,0,3058,3.2,36,0
14400,22.11%,550.77,21.28,0,2,27,0,46826,71.5,49,0
5000,11.99%,166.05,24.25,0,2,9,0,53067,74.4,28,1
10000,9.63%,320.94,13.58,1,0,15,0,26408,63.2,26,0
8000,8.59%,252.89,20.3,0,0,5,0,3301,27.3,15,0
3000,11.89%,99.5,7.35,0,0,7,0,2572,30.3,18,0
28000,14.27%,655.44,19.86,0,0,22,0,29520,32.2,48,0
6000,8.49%,189.38,8.91,0,2,9,0,3335,17.9,12,0
10000,14.72%,345.29,12.63,0,0,18,0,14271,37.7,31,0
9000,12.69%,301.91,17.81,0,1,13,0,12752,55.4,21,0
20150,21.36%,549.22,24.17,0,1,11,0,18557,93.3,28,1
9000,5.99%,273.76,11.99,0,0,18,0,7901,8.3,39,0
4000,11.54%,131.99,9.14,0,0,2,0,463,92.6,9,0
3000,12.53%,100.4,7.97,2,1,6,0,24876,86.4,20,0
4000,6.76%,123.07,22.53,0,0,5,0,782,12.4,18,0
1000,14.26%,34.31,13.54,0,1,3,0,2252,86.6,3,0
7750,6.76%,238.45,6.78,0,0,11,0,10209,21.1,25,0
35000,17.51%,879.47,8.62,0,1,9,0,119970,85.7,35,0
17000,7.88%,531.78,8.75,0,0,9,0,17074,38.6,23,1
14000,12.18%,466.2,6.36,0,2,4,0,13719,47.6,8,0
12825,11.12%,420.61,21.38,0,2,8,0,78314,70,33,0
4050,9.99%,130.67,23.13,0,1,18,0,19201,56.8,47,0
15500,11.99%,514.75,12.32,0,1,19,0,5150,24.1,35,0
10000,10.25%,323.85,16.32,0,2,9,0,9066,15.9,21,0
6000,11.86%,133.05,8.56,0,3,16,0,9655,46.6,21,0
6000,15.99%,145.88,21.12,0,2,9,0,1047,7,15,0
5000,11.86%,165.74,9.76,0,3,2,0,0,0,11,0
6000,6.76%,184.61,5.32,0,0,12,0,3474,5.4,41,0
3350,13.98%,114.47,17.19,0,0,5,0,13596,76.4,24,0
5600,11.91%,185.76,2.68,0,2,8,0,4885,35.4,18,0
8875,14.84%,306.96,7.92,0,0,6,0,4534,53.3,24,0
14875,8.49%,469.5,23.48,0,3,10,0,20706,46.5,21,0
9200,6.03%,280.01,9.86,0,0,8,0,7314,23.1,28,0
6000,7.29%,186.06,1.5,0,0,7,0,3355,14.3,23,0
10000,12.18%,333,12.45,0,2,15,0,72733,81.5,53,0
25000,10.74%,815.4,0.23,0,0,4,0,1112,15.9,22,0
1200,6.54%,36.81,9.5,0,0,5,0,3477,31.6,21,0
2750,11.49%,60.47,4.45,0,0,5,0,3281,93.7,10,0
16000,15.70%,560.18,9.29,0,0,8,0,22217,78.8,27,0
8000,7.88%,250.25,0.4,0,1,4,0,19,0.3,12,0
3500,10.28%,113.39,10,NA,NA,NA,NA,0,NA,NA,0
5000,13.85%,170.52,9.81,0,2,9,2,4566,37.4,13,0
2500,6.62%,76.76,26.12,0,1,11,0,13571,54.9,33,0
3000,14.83%,71.11,12.2,0,0,13,0,3029,22.8,16,0
2800,16.63%,99.32,16.48,0,1,13,0,6399,50,19,0
12800,9.45%,409.73,10.51,0,3,14,0,15491,25.4,26,0
9000,9.63%,288.85,7.47,0,0,13,0,16912,30.7,20,0
10000,19.42%,368.69,13.94,0,0,4,0,3441,98.3,9,1
10000,16.77%,355.39,20.4,1,2,11,0,14951,82.1,24,0
1000,7.12%,30.94,1.1,NA,NA,NA,NA,0,NA,NA,0
25000,15.27%,598.3,9.88,0,1,6,0,19765,87.8,24,0
6000,12.92%,201.94,25.48,0,0,6,0,13047,43.5,12,0
2400,10.71%,78.25,15.2,1,3,12,1,2823,33.2,17,0
17725,18.79%,457.76,20.06,1,1,11,0,5912,18.8,34,0
16500,11.71%,364.62,12.07,0,1,11,0,2316,14.2,22,1
12000,12.69%,402.54,22.2,0,1,9,0,16273,55.5,23,0
1000,10.59%,32.55,10.5,0,0,10,1,6260,68,12,1
6250,7.88%,195.51,14.29,0,1,11,0,7108,25.9,23,0
2000,16.89%,71.2,22.59,1,0,7,0,5782,96.4,26,0
10000,7.90%,312.91,15.12,0,5,6,0,6134,38.3,46,0
8000,6.17%,244,5.31,0,0,11,0,16984,27.2,17,0
14125,6.99%,436.08,20.16,0,1,15,0,4882,7.5,50,0
4000,17.49%,143.59,11.46,2,1,15,0,4192,95.3,30,1
3200,13.98%,74.43,12.08,1,3,6,0,1037,49.4,11,0
1500,13.92%,51.21,20.7,0,1,9,0,1449,90.6,16,1
10000,5.42%,301.6,13.7,0,0,10,0,4496,7.9,29,0
9500,14.22%,325.7,19.87,0,0,19,0,9135,87.8,35,0
4000,13.72%,136.17,22.77,0,0,8,0,3054,56.6,14,0
16000,15.99%,389.01,3.82,0,0,6,1,13110,34.4,23,0
13000,10.62%,423.28,12.35,0,0,10,0,9871,45.6,23,0
3200,13.85%,109.14,0.31,0,0,3,0,255,9.1,9,0
15000,14.27%,514.64,11.11,0,0,2,1,0,0,13,0
4500,15.99%,109.41,13.02,1,1,12,0,2337,28.2,19,0
21600,18.30%,552.03,14.42,0,2,5,0,9785,97.8,12,0
12000,7.51%,373.33,5.66,0,1,8,0,13725,40.7,12,0
8000,12.53%,267.74,8.43,0,0,7,0,8217,67.5,17,0
6000,10.75%,195.73,22.76,0,1,11,0,7764,38.4,17,1
25000,17.93%,902.94,20.97,0,0,17,0,34583,73,39,0
3000,6.91%,92.51,0.79,0,1,2,0,1687,8.4,4,0
4000,7.88%,125.13,5.39,0,0,8,0,9373,27.7,13,0
16425,14.96%,569.05,15.68,0,5,16,0,16956,42.9,33,0
16500,12.18%,549.45,16.06,0,0,7,0,43373,66.9,23,0
8000,13.04%,269.71,5.7,0,0,11,0,8033,73,28,0
12000,16.89%,297.53,23,0,2,15,0,9930,62.5,35,1
11000,16.89%,391.58,15.31,1,0,7,0,11832,85.1,17,0
21000,16.45%,515.72,10.08,0,0,9,0,11356,29.1,14,0
5000,5.42%,150.8,3.39,0,0,7,0,360,1.4,13,0
18000,17.27%,644.18,9.75,0,3,16,0,21717,89.8,29,0
7800,11.86%,172.96,4,0,0,3,0,0,0,9,1
7500,15.05%,260.19,15.01,0,0,21,0,82153,88.1,45,0
14800,17.58%,372.45,21.25,0,1,8,0,19314,96.1,32,0
14050,9.62%,295.91,20.45,0,0,6,0,9721,87.6,39,0
14000,16.32%,342.84,9.7,0,0,13,0,12997,43.2,20,0
8000,6.03%,243.49,0.57,0,0,6,0,248,0.5,17,0
15000,11.58%,495.21,23.7,0,2,9,0,30929,65.9,31,0
6600,7.49%,205.28,24.09,0,0,7,0,6764,26.6,10,0
7500,10.25%,242.89,3.52,0,3,6,0,639,2.7,8,0
3600,7.14%,111.39,16.51,0,1,11,0,22646,65.3,24,0
8075,6.91%,249.01,22.75,0,0,9,0,19975,69.8,26,0
12000,15.21%,286.81,2.63,0,2,8,1,6897,25.5,38,1
4000,5.42%,120.64,14.28,0,0,8,0,45934,67.1,21,0
3500,11.11%,76.3,9.28,0,0,8,0,5220,41.4,9,0
18150,16.32%,640.98,11.72,3,0,15,0,32169,60.9,24,0
20000,14.38%,687.25,15.7,0,0,5,0,9150,96.3,22,0
22250,14.59%,766.85,12.61,0,0,6,0,22028,78.1,11,0
25000,12.73%,839.11,8.83,0,6,14,0,90278,15.3,35,1
10000,12.99%,336.9,22.6,0,1,10,0,11589,61.8,25,0
4000,5.79%,121.31,10.75,0,2,13,0,15294,32.9,36,0
14175,17.27%,354.35,16.34,0,1,12,0,18272,60.5,26,0
15000,10.62%,488.4,7.71,0,1,6,0,980,29.77,18,1
13000,15.65%,454.8,19.04,0,0,9,0,13946,96.2,13,0
8000,10.00%,258.14,7.22,0,0,4,1,14,0.2,25,0
7500,8.90%,238.15,11.05,0,0,7,0,8666,67.2,10,0
20000,13.49%,460.1,28.72,0,0,6,0,9269,37.8,18,0
9250,10.75%,301.74,22.22,0,0,5,0,5233,64.6,8,0
5000,7.90%,156.46,12,0,1,15,0,2062,19.8,43,0
6000,11.49%,197.83,5.52,0,3,6,0,5854,43.7,8,0
4000,12.23%,133.3,18.14,0,3,15,1,11898,77.8,30,0
4950,10.99%,162.04,15.65,0,0,6,0,18369,86.2,19,0
19200,11.71%,424.29,5.55,0,0,8,0,11210,37.4,19,1
15000,13.49%,508.96,15.9,1,1,13,0,64099,19.5,30,0
24250,15.65%,848.42,10.86,0,4,6,0,12319,98.6,15,0
13000,7.88%,406.66,13.39,0,1,13,0,10046,36.3,27,1
8000,6.99%,246.99,0.33,0,0,7,0,699,3,15,0
4800,10.59%,156.22,20.21,0,1,5,0,3831,27.4,11,0
7000,7.51%,217.78,23.16,0,2,9,0,14209,17.7,20,0
7200,12.68%,241.49,14.24,0,1,9,0,7818,63,15,0
20000,11.49%,659.43,8.84,1,0,11,0,8848,52.7,30,0
10400,14.84%,359.71,20.84,1,1,8,0,912,13,27,0
21000,12.36%,701.12,0.85,0,1,2,0,639,13.6,4,1
12000,16.49%,294.96,7.09,1,0,12,0,11354,56.2,35,0
8000,7.49%,248.82,18.92,0,0,5,0,7501,47.5,28,0
20000,9.99%,424.85,13.36,0,2,14,0,12761,39.5,33,0
2000,11.49%,65.95,2.44,0,0,4,0,67,16.7,8,0
7000,11.86%,155.22,14.15,0,4,4,0,1920,80,15,0
13100,20.25%,348.9,20.11,1,0,8,0,12180,72.1,36,0
10000,10.99%,327.34,19.53,0,0,17,0,14925,44.3,37,0
7000,15.23%,167.38,9.02,0,2,8,0,2664,88.8,10,0
1300,6.39%,39.78,6.43,0,0,9,0,61676,22.8,31,0
7000,5.79%,212.29,20.53,0,0,10,0,2760,11.5,21,0
9000,11.71%,297.69,6.38,0,0,6,0,5761,91,9,1
6000,13.61%,203.94,0.89,0,1,7,0,1259,57.2,7,0
4200,9.99%,135.51,24.78,0,0,10,1,12577,50.3,21,1
4000,9.76%,128.62,2.7,0,0,8,0,4010,8.1,17,0
4000,15.33%,139.32,9.96,0,0,2,0,0,0,10,0
8000,7.14%,247.53,18.43,0,0,10,0,12267,18.5,12,0
7200,8.00%,225.63,5.54,0,3,3,0,438,0.8,19,0
6000,13.72%,204.26,19.78,0,3,9,0,21700,70,12,0
18525,13.49%,426.17,22.48,0,0,9,0,18550,67.5,22,0
10000,10.65%,325.74,9.47,0,1,9,0,10092,69.6,12,0
7500,12.98%,252.64,9.41,0,0,8,0,6527,45,9,0
30000,15.96%,728.91,16.64,0,1,7,1,3532,14.2,23,0
5500,7.49%,171.06,17.03,0,0,8,0,6155,85.5,19,0
5000,11.86%,165.74,13.18,0,3,6,0,16352,84.2,12,0
30000,17.49%,599.67,28.87,0,0,8,0,8896,36,25,1
10575,21.22%,287.4,14.5,0,0,36,0,55868,45.4,78,0
2400,11.49%,79.14,5.74,0,0,5,1,2462,21.8,17,0
12000,7.88%,375.38,1.92,0,4,7,0,20015,56.4,23,0
7000,13.22%,236.61,15.09,0,0,6,0,2896,10.3,12,0
22000,16.32%,538.75,14.67,0,1,7,0,31002,78.5,31,0
20000,18.67%,729.79,3.06,2,5,6,0,9337,61.8,38,0
6800,8.49%,214.63,11.3,0,5,15,0,6502,15.6,37,0
10225,14.18%,350.37,4.94,0,5,8,2,5854,46.5,13,0
8000,12.69%,268.36,7.44,0,1,5,0,5522,42.5,9,0
20000,12.42%,668.31,8.41,0,0,9,0,3404,39.1,16,0
18000,16.00%,632.84,8.66,0,2,6,0,12584,81.1,14,0
15000,8.94%,476.58,5.55,0,2,7,0,1892,5.3,11,0
24000,17.49%,602.81,6.72,0,0,19,0,24611,41.7,30,0
8000,10.37%,171.44,2.99,0,0,6,1,5344,24.7,15,0
6000,12.87%,201.8,1.75,0,2,7,0,3867,32.5,13,0
18000,16.45%,442.05,14.03,0,0,13,0,22599,66.9,22,0
10000,18.09%,361.96,21.69,0,2,7,0,67776,98.2,16,0
